codigo_dane,municipio,departamento,nombre_festival,date_start,date_end,year,descripcion,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,source_type,verified
"19075","","","Fiestas de Balboa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19100","","","Fiestas de Bolívar","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19110","","","Fiestas de Buenos Aires","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19130","","","Fiestas de Cajibío","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19137","","","Fiestas de Caldono","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19142","","","Fiestas de Caloto","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19212","","","Fiestas de Corinto","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19256","","","Fiestas de El Tambo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19290","","","Fiestas de Florencia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19318","","","Fiestas de Guapi","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19355","","","Fiestas de Inzá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19364","","","Fiestas de Jambaló","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19392","","","Fiestas de La Sierra","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19418","","","Fiestas de López","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19450","","","Fiestas de Mercaderes","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19455","","","Fiestas de Miranda","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17001","","","Fiestas de Manizales","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19513","","","Fiestas de Padilla","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19517","","","Fiestas de Paez","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19532","","","Fiestas de Patía","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19533","","","Fiestas de Piamonte","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19548","","","Fiestas de Piendamó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19573","","","Fiestas de Puerto Tejada","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19585","","","Fiestas de Puracé","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19622","","","Fiestas de Rosas","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19698","","","Fiestas de Santander de Quilichao","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19701","","","Fiestas de Santa Rosa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19743","","","Fiestas de Silvia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19760","","","Fiestas de Sotara","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19780","","","Fiestas de Suárez","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19785","","","Fiestas de Sucre","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19807","","","Fiestas de Timbío","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19809","","","Fiestas de Timbiquí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19821","","","Fiestas de Toribio","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19824","","","Fiestas de Totoró","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19845","","","Fiestas de Villa Rica","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20011","","","Fiestas de Aguachica","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20013","","","Fiestas de Agustín Codazzi","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20032","","","Fiestas de Astrea","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20045","","","Fiestas de Becerril","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20060","","","Fiestas de Bosconia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20178","","","Fiestas de Chiriguaná","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20228","","","Fiestas de Curumaní","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20238","","","Fiestas de El Copey","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20250","","","Fiestas de El Paso","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20295","","","Fiestas de Gamarra","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20310","","","Fiestas de González","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20383","","","Fiestas de La Gloria","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20400","","","Fiestas de La Jagua de Ibirico","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20443","","","Fiestas de Manaure","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20517","","","Fiestas de Pailitas","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20550","","","Fiestas de Pelaya","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20570","","","Fiestas de Pueblo Bello","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20614","","","Fiestas de Río de Oro","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20621","","","Fiestas de La Paz","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20710","","","Fiestas de San Alberto","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20750","","","Fiestas de San Diego","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20787","","","Fiestas de Tamalameque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23068","","","Fiestas de Ayapel","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23079","","","Fiestas de Buenavista","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23090","","","Fiestas de Canalete","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23162","","","Fiestas de Cereté","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23168","","","Fiestas de Chimá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23182","","","Fiestas de Chinú","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23189","","","Fiestas de Ciénaga de Oro","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23300","","","Fiestas de Cotorra","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23350","","","Fiestas de La Apartada","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23417","","","Fiestas de Lorica","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23419","","","Fiestas de Los Córdobas","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23464","","","Fiestas de Momil","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23466","","","Fiestas de Montelíbano","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23555","","","Fiestas de Planeta Rica","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23570","","","Fiestas de Pueblo Nuevo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23574","","","Fiestas de Puerto Escondido","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23580","","","Fiestas de Puerto Libertador","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23586","","","Fiestas de Purísima","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23660","","","Fiestas de Sahagún","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23670","","","Fiestas de San Andrés Sotavento","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23672","","","Fiestas de San Antero","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23675","","","Fiestas de San Bernardo del Viento","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23678","","","Fiestas de San Carlos","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23686","","","Fiestas de San Pelayo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23807","","","Fiestas de Tierralta","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23855","","","Fiestas de Valencia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25001","","","Fiestas de Agua de Dios","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25019","","","Fiestas de Albán","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25035","","","Fiestas de Anapoima","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25053","","","Fiestas de Arbeláez","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25086","","","Fiestas de Beltrán","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25095","","","Fiestas de Bituima","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25099","","","Fiestas de Bojacá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25120","","","Fiestas de Cabrera","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25123","","","Fiestas de Cachipay","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25126","","","Fiestas de Cajicá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25148","","","Fiestas de Caparrapí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25151","","","Fiestas de Caqueza","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25154","","","Fiestas de Carmen de Carupa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25168","","","Fiestas de Chaguaní","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25175","","","Fiestas de Chía","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25178","","","Fiestas de Chipaque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25181","","","Fiestas de Choachí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25183","","","Fiestas de Chocontá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25200","","","Fiestas de Cogua","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25224","","","Fiestas de Cucunubá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25245","","","Fiestas de El Colegio","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25258","","","Fiestas de El Peñón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25260","","","Fiestas de El Rosal","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25269","","","Fiestas de Facatativá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25279","","","Fiestas de Fomeque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25281","","","Fiestas de Fosca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25286","","","Fiestas de Funza","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25288","","","Fiestas de Fúquene","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25290","","","Fiestas de Fusagasugá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25293","","","Fiestas de Gachala","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25295","","","Fiestas de Gachancipá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25297","","","Fiestas de Gachetá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25299","","","Fiestas de Gama","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25312","","","Fiestas de Granada","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25320","","","Fiestas de Guaduas","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25322","","","Fiestas de Guasca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25324","","","Fiestas de Guataquí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25326","","","Fiestas de Guatavita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25328","","","Fiestas de Guayabal de Siquima","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25335","","","Fiestas de Guayabetal","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25339","","","Fiestas de Gutiérrez","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25368","","","Fiestas de Jerusalén","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25372","","","Fiestas de Junín","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25377","","","Fiestas de La Calera","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"20001","","","Fiestas de Valledupar","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25386","","","Fiestas de La Mesa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25394","","","Fiestas de La Palma","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25398","","","Fiestas de La Peña","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25402","","","Fiestas de La Vega","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25407","","","Fiestas de Lenguazaque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25426","","","Fiestas de Macheta","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25430","","","Fiestas de Madrid","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25436","","","Fiestas de Manta","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"97889","","","Fiestas de Yavaraté","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"99524","","","Fiestas de La Primavera","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"99624","","","Fiestas de Santa Rosalía","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"99773","","","Fiestas de Cumaribo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"00000","","","Fiestas de NACIONAL","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"81001","","","Fiestas de Arauca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08001","","","Fiestas de Barranquilla","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15001","","","Fiestas de Tunja","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18001","","","Fiestas de Florencia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"85001","","","Fiestas de Yopal","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19001","","","Fiestas de Popayán","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"23001","","","Fiestas de Montería","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25307","","","Fiestas de Bogotá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"94001","","","Fiestas de Inirida","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"95001","","","Fiestas de San Jose del Guaviare","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41001","","","Fiestas de Neiva","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"47001","","","Fiestas de Santa Marta","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"50001","","","Fiestas de Villavicencio","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"52001","","","Fiestas de Pasto","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"86001","","","Fiestas de Mocoa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"63001","","","Fiestas de Armenia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"88001","","","Fiestas de San Andrés","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"68001","","","Fiestas de Bucaramanga","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"73001","","","Fiestas de Ibagué","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"76001","","","Fiestas de Cali","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"97001","","","Fiestas de Mitú","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"99001","","","Fiestas de Puerto Carreno","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25473","","","Fiestas de Mosquera","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25483","","","Fiestas de Nariño","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25486","","","Fiestas de Nemocón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25488","","","Fiestas de Nilo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25489","","","Fiestas de Nimaima","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25491","","","Fiestas de Nocaima","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25506","","","Fiestas de Venecia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25513","","","Fiestas de Pacho","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25524","","","Fiestas de Pandi","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25530","","","Fiestas de Paratebueno","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25535","","","Fiestas de Pasca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25572","","","Fiestas de Puerto Salgar","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25580","","","Fiestas de Pulí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25592","","","Fiestas de Quebradanegra","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25594","","","Fiestas de Quetame","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25596","","","Fiestas de Quipile","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25599","","","Fiestas de Apulo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25612","","","Fiestas de Ricaurte","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25645","","","Fiestas de San Antonio del Tequendama","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25649","","","Fiestas de San Bernardo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25653","","","Fiestas de San Cayetano","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25658","","","Fiestas de San Francisco","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25718","","","Fiestas de Sasaima","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25736","","","Fiestas de Sesquilé","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25740","","","Fiestas de Sibaté","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25743","","","Fiestas de Silvania","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25745","","","Fiestas de Simijaca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25754","","","Fiestas de Soacha","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25758","","","Fiestas de Sopó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25769","","","Fiestas de Subachoque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25772","","","Fiestas de Suesca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25777","","","Fiestas de Supatá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25779","","","Fiestas de Susa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25781","","","Fiestas de Sutatausa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25785","","","Fiestas de Tabio","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25793","","","Fiestas de Tausa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25797","","","Fiestas de Tena","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25799","","","Fiestas de Tenjo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25805","","","Fiestas de Tibacuy","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25807","","","Fiestas de Tibirita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25815","","","Fiestas de Tocaima","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25817","","","Fiestas de Tocancipá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25823","","","Fiestas de Topaipí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25839","","","Fiestas de Ubalá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25843","","","Fiestas de Villa de San Diego de Ubate","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25845","","","Fiestas de Une","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25851","","","Fiestas de Útica","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25862","","","Fiestas de Vergara","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25867","","","Fiestas de Vianí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25871","","","Fiestas de Villagómez","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25873","","","Fiestas de Villapinzón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25875","","","Fiestas de Villeta","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25878","","","Fiestas de Viotá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25885","","","Fiestas de Yacopí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25898","","","Fiestas de Zipacón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"25899","","","Fiestas de Zipaquirá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27006","","","Fiestas de Acandí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27025","","","Fiestas de Alto Baudo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27050","","","Fiestas de Atrato","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27073","","","Fiestas de Bagadó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27077","","","Fiestas de Bajo Baudó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27086","","","Fiestas de Belén de Bajirá1","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27099","","","Fiestas de Bojaya","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27135","","","Fiestas de El Cantón del San Pablo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27150","","","Fiestas de Carmen del Darien","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27160","","","Fiestas de Cértegui","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27205","","","Fiestas de Condoto","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27245","","","Fiestas de El Carmen de Atrato","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27250","","","Fiestas de El Litoral del San Juan","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27361","","","Fiestas de Istmina","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27372","","","Fiestas de Juradó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27413","","","Fiestas de Lloró","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27425","","","Fiestas de Medio Atrato","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27430","","","Fiestas de Medio Baudó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27450","","","Fiestas de Medio San Juan","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27491","","","Fiestas de Nóvita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27495","","","Fiestas de Nuquí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27600","","","Fiestas de Río Quito","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27615","","","Fiestas de Riosucio","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27660","","","Fiestas de San José del Palmar","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27745","","","Fiestas de Sipí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27787","","","Fiestas de Tadó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27800","","","Fiestas de Unguía","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"27810","","","Fiestas de Unión Panamericana","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41006","","","Fiestas de Acevedo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41013","","","Fiestas de Agrado","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41016","","","Fiestas de Aipe","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41020","","","Fiestas de Algeciras","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41026","","","Fiestas de Altamira","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41078","","","Fiestas de Baraya","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41206","","","Fiestas de Colombia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41244","","","Fiestas de Elías","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41298","","","Fiestas de Garzón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41306","","","Fiestas de Gigante","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41319","","","Fiestas de Guadalupe","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41349","","","Fiestas de Hobo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"41357","","","Fiestas de Iquira","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
