nombre,municipio,departamento,codigo_dane
"Fiestas de El Litoral del San Juan","El Litoral del San Juan","Chocó","27250"
"Fiestas de Istmina","Istmina","Chocó","27361"
"Fiestas de Juradó","Juradó","Chocó","27372"
"Fiestas de Lloró","Lloró","Chocó","27413"
"Fiestas de Medio Atrato","Medio Atrato","Chocó","27425"
"Fiestas de Medio Baudó","Medio Baudó","Chocó","27430"
"Fiestas de Medio San Juan","Medio San Juan","Chocó","27450"
"Fiestas de Nóvita","Nóvita","Chocó","27491"
"Fiestas de Nuquí","Nuquí","Chocó","27495"
"Fiestas de Quibdó","Quibdó","Chocó","27001"
"Fiestas de Río Iro","Río Iro","Chocó","27580"
"Fiestas de Río Quito","Río Quito","Chocó","27600"
"Fiestas de Riosucio","Riosucio","Chocó","27615"
"Fiestas de San José del Palmar","San José del Palmar","Chocó","27660"
"Fiestas de Sipí","Sipí","Chocó","27745"
"Fiestas de Tadó","Tadó","Chocó","27787"
"Fiestas de Unguía","Unguía","Chocó","27800"
"Fiestas de Unión Panamericana","Unión Panamericana","Chocó","27810"
"Fiestas de Ayapel","Ayapel","Córdoba","23068"
"Fiestas de Buenavista","Buenavista","Córdoba","23079"
"Fiestas de Canalete","Canalete","Córdoba","23090"
"Fiestas de Cereté","Cereté","Córdoba","23162"
"Fiestas de Chimá","Chimá","Córdoba","23168"
"Fiestas de Chinú","Chinú","Córdoba","23182"
"Fiestas de Ciénaga de Oro","Ciénaga de Oro","Córdoba","23189"
"Fiestas de Cotorra","Cotorra","Córdoba","23300"
"Fiestas de La Apartada","La Apartada","Córdoba","23350"
"Fiestas de Lorica","Lorica","Córdoba","23417"
"Fiestas de Los Córdobas","Los Córdobas","Córdoba","23419"
"Fiestas de Momil","Momil","Córdoba","23464"
"Fiestas de Moñitos","Moñitos","Córdoba","23500"
"Fiestas de Montelíbano","Montelíbano","Córdoba","23466"
"Fiestas de Montería","Montería","Córdoba","23001"
"Fiestas de Planeta Rica","Planeta Rica","Córdoba","23555"
"Fiestas de Pueblo Nuevo","Pueblo Nuevo","Córdoba","23570"
"Fiestas de Puerto Escondido","Puerto Escondido","Córdoba","23574"
"Fiestas de Puerto Libertador","Puerto Libertador","Córdoba","23580"
"Fiestas de Purísima","Purísima","Córdoba","23586"
"Fiestas de Sahagún","Sahagún","Córdoba","23660"
"Fiestas de San Andrés Sotavento","San Andrés Sotavento","Córdoba","23670"
"Fiestas de San Antero","San Antero","Córdoba","23672"
"Fiestas de San Bernardo del Viento","San Bernardo del Viento","Córdoba","23675"
"Fiestas de San Carlos","San Carlos","Córdoba","23678"
"Fiestas de San Pelayo","San Pelayo","Córdoba","23686"
"Fiestas de Tierralta","Tierralta","Córdoba","23807"
"Fiestas de Valencia","Valencia","Córdoba","23855"
"Fiestas de Agua de Dios","Agua de Dios","Cundinamarca","25001"
"Fiestas de Albán","Albán","Cundinamarca","25019"
"Fiestas de Anapoima","Anapoima","Cundinamarca","25035"
"Fiestas de Anolaima","Anolaima","Cundinamarca","25040"
"Fiestas de Apulo","Apulo","Cundinamarca","25599"
"Fiestas de Arbeláez","Arbeláez","Cundinamarca","25053"
"Fiestas de Beltrán","Beltrán","Cundinamarca","25086"
"Fiestas de Bituima","Bituima","Cundinamarca","25095"
"Fiestas de Bojacá","Bojacá","Cundinamarca","25099"
"Fiestas de Cabrera","Cabrera","Cundinamarca","25120"
"Fiestas de Cachipay","Cachipay","Cundinamarca","25123"
"Fiestas de Cajicá","Cajicá","Cundinamarca","25126"
"Fiestas de Caparrapí","Caparrapí","Cundinamarca","25148"
"Fiestas de Caqueza","Caqueza","Cundinamarca","25151"
"Fiestas de Carmen de Carupa","Carmen de Carupa","Cundinamarca","25154"
"Fiestas de Chaguaní","Chaguaní","Cundinamarca","25168"
"Fiestas de Chía","Chía","Cundinamarca","25175"
"Fiestas de Chipaque","Chipaque","Cundinamarca","25178"
"Fiestas de Choachí","Choachí","Cundinamarca","25181"
"Fiestas de Chocontá","Chocontá","Cundinamarca","25183"
"Fiestas de Cogua","Cogua","Cundinamarca","25200"
"Fiestas de Cota","Cota","Cundinamarca","25214"
"Fiestas de Cucunubá","Cucunubá","Cundinamarca","25224"
"Fiestas de El Colegio","El Colegio","Cundinamarca","25245"
"Fiestas de El Peñón","El Peñón","Cundinamarca","25258"
"Fiestas de El Rosal","El Rosal","Cundinamarca","25260"
"Fiestas de Facatativá","Facatativá","Cundinamarca","25269"
"Fiestas de Fomeque","Fomeque","Cundinamarca","25279"
"Fiestas de Fosca","Fosca","Cundinamarca","25281"
"Fiestas de Funza","Funza","Cundinamarca","25286"
"Fiestas de Fúquene","Fúquene","Cundinamarca","25288"
"Fiestas de Fusagasugá","Fusagasugá","Cundinamarca","25290"
"Fiestas de Gachala","Gachala","Cundinamarca","25293"
"Fiestas de Gachancipá","Gachancipá","Cundinamarca","25295"
"Fiestas de Gachetá","Gachetá","Cundinamarca","25297"
"Fiestas de Gama","Gama","Cundinamarca","25299"
"Fiestas de Bogotá","Girardot","Cundinamarca","25307"
"Fiestas de Granada","Granada","Cundinamarca","25312"
"Fiestas de Guachetá","Guachetá","Cundinamarca","25317"
"Fiestas de Guaduas","Guaduas","Cundinamarca","25320"
"Fiestas de Guasca","Guasca","Cundinamarca","25322"
"Fiestas de Guataquí","Guataquí","Cundinamarca","25324"
"Fiestas de Guatavita","Guatavita","Cundinamarca","25326"
"Fiestas de Guayabal de Siquima","Guayabal de Siquima","Cundinamarca","25328"
"Fiestas de Guayabetal","Guayabetal","Cundinamarca","25335"
"Fiestas de Gutiérrez","Gutiérrez","Cundinamarca","25339"
"Fiestas de Jerusalén","Jerusalén","Cundinamarca","25368"
"Fiestas de Junín","Junín","Cundinamarca","25372"
"Fiestas de La Calera","La Calera","Cundinamarca","25377"
"Fiestas de La Mesa","La Mesa","Cundinamarca","25386"
"Fiestas de La Palma","La Palma","Cundinamarca","25394"
"Fiestas de La Peña","La Peña","Cundinamarca","25398"
"Fiestas de La Vega","La Vega","Cundinamarca","25402"
"Fiestas de Lenguazaque","Lenguazaque","Cundinamarca","25407"
"Fiestas de Macheta","Macheta","Cundinamarca","25426"
"Fiestas de Madrid","Madrid","Cundinamarca","25430"
"Fiestas de Manta","Manta","Cundinamarca","25436"
"Fiestas de Medina","Medina","Cundinamarca","25438"
"Fiestas de Mosquera","Mosquera","Cundinamarca","25473"
"Fiestas de Nariño","Nariño","Cundinamarca","25483"
"Fiestas de Nemocón","Nemocón","Cundinamarca","25486"
"Fiestas de Nilo","Nilo","Cundinamarca","25488"
"Fiestas de Nimaima","Nimaima","Cundinamarca","25489"
"Fiestas de Nocaima","Nocaima","Cundinamarca","25491"
"Fiestas de Pacho","Pacho","Cundinamarca","25513"
"Fiestas de Paime","Paime","Cundinamarca","25518"
"Fiestas de Pandi","Pandi","Cundinamarca","25524"
"Fiestas de Paratebueno","Paratebueno","Cundinamarca","25530"
"Fiestas de Pasca","Pasca","Cundinamarca","25535"
"Fiestas de Puerto Salgar","Puerto Salgar","Cundinamarca","25572"
"Fiestas de Pulí","Pulí","Cundinamarca","25580"
"Fiestas de Quebradanegra","Quebradanegra","Cundinamarca","25592"
"Fiestas de Quetame","Quetame","Cundinamarca","25594"
"Fiestas de Quipile","Quipile","Cundinamarca","25596"
"Fiestas de Ricaurte","Ricaurte","Cundinamarca","25612"
"Fiestas de San Antonio del Tequendama","San Antonio del Tequendama","Cundinamarca","25645"
"Fiestas de San Bernardo","San Bernardo","Cundinamarca","25649"
"Fiestas de San Cayetano","San Cayetano","Cundinamarca","25653"
"Fiestas de San Francisco","San Francisco","Cundinamarca","25658"
"Fiestas de San Juan de Río Seco","San Juan de Río Seco","Cundinamarca","25662"
"Fiestas de Sasaima","Sasaima","Cundinamarca","25718"
"Fiestas de Sesquilé","Sesquilé","Cundinamarca","25736"
"Fiestas de Sibaté","Sibaté","Cundinamarca","25740"
"Fiestas de Silvania","Silvania","Cundinamarca","25743"
"Fiestas de Simijaca","Simijaca","Cundinamarca","25745"
"Fiestas de Soacha","Soacha","Cundinamarca","25754"
"Fiestas de Sopó","Sopó","Cundinamarca","25758"
"Fiestas de Subachoque","Subachoque","Cundinamarca","25769"
"Fiestas de Suesca","Suesca","Cundinamarca","25772"
"Fiestas de Supatá","Supatá","Cundinamarca","25777"
"Fiestas de Susa","Susa","Cundinamarca","25779"
"Fiestas de Sutatausa","Sutatausa","Cundinamarca","25781"
"Fiestas de Tabio","Tabio","Cundinamarca","25785"
"Fiestas de Tausa","Tausa","Cundinamarca","25793"
"Fiestas de Tena","Tena","Cundinamarca","25797"
"Fiestas de Tenjo","Tenjo","Cundinamarca","25799"
"Fiestas de Tibacuy","Tibacuy","Cundinamarca","25805"
"Fiestas de Tibirita","Tibirita","Cundinamarca","25807"
"Fiestas de Tocaima","Tocaima","Cundinamarca","25815"
"Fiestas de Tocancipá","Tocancipá","Cundinamarca","25817"
"Fiestas de Topaipí","Topaipí","Cundinamarca","25823"
"Fiestas de Ubalá","Ubalá","Cundinamarca","25839"
"Fiestas de Ubaque","Ubaque","Cundinamarca","25841"
"Fiestas de Une","Une","Cundinamarca","25845"
"Fiestas de Útica","Útica","Cundinamarca","25851"
"Fiestas de Venecia","Venecia","Cundinamarca","25506"
"Fiestas de Vergara","Vergara","Cundinamarca","25862"
"Fiestas de Vianí","Vianí","Cundinamarca","25867"
"Fiestas de Villa de San Diego de Ubate","Villa de San Diego de Ubate","Cundinamarca","25843"
"Fiestas de Villagómez","Villagómez","Cundinamarca","25871"
"Fiestas de Villapinzón","Villapinzón","Cundinamarca","25873"
"Fiestas de Villeta","Villeta","Cundinamarca","25875"
"Fiestas de Viotá","Viotá","Cundinamarca","25878"
"Fiestas de Yacopí","Yacopí","Cundinamarca","25885"
"Fiestas de Zipacón","Zipacón","Cundinamarca","25898"
"Fiestas de Zipaquirá","Zipaquirá","Cundinamarca","25899"
"Fiestas de Barranco Minas","Barranco Minas","Guainía","94343"
"Fiestas de Cacahual","Cacahual","Guainía","94886"
"Fiestas de Inirida","Inírida","Guainía","94001"
"Fiestas de La Guadalupe","La Guadalupe","Guainía","94885"
"Fiestas de Mapiripana","Mapiripana","Guainía","94663"
"Fiestas de Morichal","Morichal","Guainía","94888"
"Fiestas de Pana Pana","Pana Pana","Guainía","94887"
"Fiestas de Puerto Colombia","Puerto Colombia","Guainía","94884"
"Fiestas de San Felipe","San Felipe","Guainía","94883"
"Fiestas de Calamar","Calamar","Guaviare","95015"
"Fiestas de El Retorno","El Retorno","Guaviare","95025"
"Fiestas de Miraflores","Miraflores","Guaviare","95200"
"Fiestas de San Jose del Guaviare","San José del Guaviare","Guaviare","95001"
"Fiestas de Acevedo","Acevedo","Huila","41006"
"Fiestas de Agrado","Agrado","Huila","41013"
"Fiestas de Aipe","Aipe","Huila","41016"
"Fiestas de Algeciras","Algeciras","Huila","41020"
"Fiestas de Altamira","Altamira","Huila","41026"
"Fiestas de Baraya","Baraya","Huila","41078"
"Fiestas de Campoalegre","Campoalegre","Huila","41132"
"Fiestas de Colombia","Colombia","Huila","41206"
"Fiestas de Elías","Elías","Huila","41244"
"Fiestas de Garzón","Garzón","Huila","41298"
"Fiestas de Gigante","Gigante","Huila","41306"
"Fiestas de Guadalupe","Guadalupe","Huila","41319"
"Fiestas de Hobo","Hobo","Huila","41349"
"Fiestas de Iquira","Iquira","Huila","41357"
"Fiestas de Isnos","Isnos","Huila","41359"
"Fiestas de La Argentina","La Argentina","Huila","41378"
"Fiestas de La Plata","La Plata","Huila","41396"
"Fiestas de Nátaga","Nátaga","Huila","41483"
"Fiestas de Neiva","Neiva","Huila","41001"
"Fiestas de Oporapa","Oporapa","Huila","41503"
"Fiestas de Paicol","Paicol","Huila","41518"
"Fiestas de Palermo","Palermo","Huila","41524"
"Fiestas de Palestina","Palestina","Huila","41530"
"Fiestas de Pital","Pital","Huila","41548"
"Fiestas de Pitalito","Pitalito","Huila","41551"
"Fiestas de Rivera","Rivera","Huila","41615"
"Fiestas de Saladoblanco","Saladoblanco","Huila","41660"
"Fiestas de San Agustín","San Agustín","Huila","41668"
"Fiestas de Santa María","Santa María","Huila","41676"
"Fiestas de Suaza","Suaza","Huila","41770"
"Fiestas de Tarqui","Tarqui","Huila","41791"
"Fiestas de Tello","Tello","Huila","41799"
"Fiestas de Teruel","Teruel","Huila","41801"
"Fiestas de Tesalia","Tesalia","Huila","41797"
"Fiestas de Timaná","Timaná","Huila","41807"
"Fiestas de Villavieja","Villavieja","Huila","41872"
"Fiestas de Yaguará","Yaguará","Huila","41885"
"Fiestas de Albania","Albania","La Guajira","44035"
"Fiestas de Barrancas","Barrancas","La Guajira","44078"
"Fiestas de Dibulla","Dibulla","La Guajira","44090"
"Fiestas de Distracción","Distracción","La Guajira","44098"
"Fiestas de El Molino","El Molino","La Guajira","44110"
"Fiestas de Fonseca","Fonseca","La Guajira","44279"
"Fiestas de Hatonuevo","Hatonuevo","La Guajira","44378"
"Fiestas de La Jagua del Pilar","La Jagua del Pilar","La Guajira","44420"
"Fiestas de Maicao","Maicao","La Guajira","44430"
"Fiestas de Manaure","Manaure","La Guajira","44560"
"Fiestas de Riohacha","Riohacha","La Guajira","44001"
"Fiestas de San Juan del Cesar","San Juan del Cesar","La Guajira","44650"
"Fiestas de Uribia","Uribia","La Guajira","44847"
"Fiestas de Urumita","Urumita","La Guajira","44855"
"Fiestas de Villanueva","Villanueva","La Guajira","44874"
"Fiestas de Algarrobo","Algarrobo","Magdalena","47030"
"Fiestas de Aracataca","Aracataca","Magdalena","47053"
"Fiestas de Ariguaní","Ariguaní","Magdalena","47058"
"Fiestas de Cerro San Antonio","Cerro San Antonio","Magdalena","47161"
"Fiestas de Chibolo","Chibolo","Magdalena","47170"
"Fiestas de Ciénaga","Ciénaga","Magdalena","47189"
"Fiestas de Concordia","Concordia","Magdalena","47205"
"Fiestas de El Banco","El Banco","Magdalena","47245"
"Fiestas de El Piñon","El Piñon","Magdalena","47258"
"Fiestas de El Retén","El Retén","Magdalena","47268"
"Fiestas de Fundación","Fundación","Magdalena","47288"
"Fiestas de Guamal","Guamal","Magdalena","47318"
"Fiestas de Nueva Granada","Nueva Granada","Magdalena","47460"
"Fiestas de Pedraza","Pedraza","Magdalena","47541"
"Fiestas de Pijiño del Carmen","Pijiño del Carmen","Magdalena","47545"
"Fiestas de Pivijay","Pivijay","Magdalena","47551"
"Fiestas de Plato","Plato","Magdalena","47555"
"Fiestas de Puebloviejo","Puebloviejo","Magdalena","47570"
"Fiestas de Remolino","Remolino","Magdalena","47605"
"Fiestas de Sabanas de San Angel","Sabanas de San Angel","Magdalena","47660"
"Fiestas de Salamina","Salamina","Magdalena","47675"
"Fiestas de San Sebastián de Buenavista","San Sebastián de Buenavista","Magdalena","47692"
"Fiestas de Santa Ana","Santa Ana","Magdalena","47707"
"Fiestas de Santa Bárbara de Pinto","Santa Bárbara de Pinto","Magdalena","47720"
"Fiestas de Santa Marta","Santa Marta","Magdalena","47001"
"Fiestas de San Zenón","San Zenón","Magdalena","47703"
"Fiestas de Sitionuevo","Sitionuevo","Magdalena","47745"
"Fiestas de Tenerife","Tenerife","Magdalena","47798"
"Fiestas de Zapayán","Zapayán","Magdalena","47960"
"Fiestas de Zona Bananera","Zona Bananera","Magdalena","47980"
"Fiestas de Acacías","Acacías","Meta","50006"
"Fiestas de Barranca de Upía","Barranca de Upía","Meta","50110"
"Fiestas de Cabuyaro","Cabuyaro","Meta","50124"
"Fiestas de Castilla la Nueva","Castilla la Nueva","Meta","50150"
"Fiestas de Cubarral","Cubarral","Meta","50223"
"Fiestas de Cumaral","Cumaral","Meta","50226"
"Fiestas de El Calvario","El Calvario","Meta","50245"
"Fiestas de El Castillo","El Castillo","Meta","50251"
"Fiestas de El Dorado","El Dorado","Meta","50270"
"Fiestas de Fuente de Oro","Fuente de Oro","Meta","50287"
"Fiestas de Granada","Granada","Meta","50313"
"Fiestas de Guamal","Guamal","Meta","50318"
"Fiestas de La Macarena","La Macarena","Meta","50350"
"Fiestas de Lejanías","Lejanías","Meta","50400"
"Fiestas de Mapiripán","Mapiripán","Meta","50325"
"Fiestas de Mesetas","Mesetas","Meta","50330"
"Fiestas de Puerto Concordia","Puerto Concordia","Meta","50450"
"Fiestas de Puerto Gaitán","Puerto Gaitán","Meta","50568"
"Fiestas de Puerto Lleras","Puerto Lleras","Meta","50577"
"Fiestas de Puerto López","Puerto López","Meta","50573"
"Fiestas de Puerto Rico","Puerto Rico","Meta","50590"
"Fiestas de Restrepo","Restrepo","Meta","50606"
"Fiestas de San Carlos de Guaroa","San Carlos de Guaroa","Meta","50680"
"Fiestas de San Juan de Arama","San Juan de Arama","Meta","50683"
"Fiestas de San Juanito","San Juanito","Meta","50686"
"Fiestas de San Martín","San Martín","Meta","50689"
"Fiestas de Uribe","Uribe","Meta","50370"
"Fiestas de Villavicencio","Villavicencio","Meta","50001"
"Fiestas de Vistahermosa","Vistahermosa","Meta","50711"
"Fiestas de Albán","Albán","Nariño","52019"
"Fiestas de Aldana","Aldana","Nariño","52022"
"Fiestas de Ancuyá","Ancuyá","Nariño","52036"
"Fiestas de Arboleda","Arboleda","Nariño","52051"
"Fiestas de Barbacoas","Barbacoas","Nariño","52079"
"Fiestas de Belén","Belén","Nariño","52083"
"Fiestas de Buesaco","Buesaco","Nariño","52110"
"Fiestas de Chachagüí","Chachagüí","Nariño","52240"
"Fiestas de Colón","Colón","Nariño","52203"
"Fiestas de Consaca","Consaca","Nariño","52207"
"Fiestas de Contadero","Contadero","Nariño","52210"
"Fiestas de Córdoba","Córdoba","Nariño","52215"
"Fiestas de Cuaspud","Cuaspud","Nariño","52224"
"Fiestas de Cumbal","Cumbal","Nariño","52227"
"Fiestas de Cumbitara","Cumbitara","Nariño","52233"
"Fiestas de El Charco","El Charco","Nariño","52250"
"Fiestas de El Peñol","El Peñol","Nariño","52254"
"Fiestas de El Rosario","El Rosario","Nariño","52256"
"Fiestas de El Tablón de Gómez","El Tablón de Gómez","Nariño","52258"
"Fiestas de El Tambo","El Tambo","Nariño","52260"
"Fiestas de Francisco Pizarro","Francisco Pizarro","Nariño","52520"
"Fiestas de Funes","Funes","Nariño","52287"
"Fiestas de Guachucal","Guachucal","Nariño","52317"
"Fiestas de Guaitarilla","Guaitarilla","Nariño","52320"
"Fiestas de Gualmatán","Gualmatán","Nariño","52323"
"Fiestas de Iles","Iles","Nariño","52352"
"Fiestas de Imués","Imués","Nariño","52354"
"Fiestas de Ipiales","Ipiales","Nariño","52356"
"Fiestas de La Cruz","La Cruz","Nariño","52378"
"Fiestas de La Florida","La Florida","Nariño","52381"
"Fiestas de La Llanada","La Llanada","Nariño","52385"
"Fiestas de La Tola","La Tola","Nariño","52390"
"Fiestas de La Unión","La Unión","Nariño","52399"
"Fiestas de Leiva","Leiva","Nariño","52405"
"Fiestas de Linares","Linares","Nariño","52411"
"Fiestas de Los Andes","Los Andes","Nariño","52418"
"Fiestas de Magüi","Magüi","Nariño","52427"
"Fiestas de Mallama","Mallama","Nariño","52435"
"Fiestas de Mosquera","Mosquera","Nariño","52473"
"Fiestas de Nariño","Nariño","Nariño","52480"
"Fiestas de Olaya Herrera","Olaya Herrera","Nariño","52490"
"Fiestas de Ospina","Ospina","Nariño","52506"
"Fiestas de Pasto","Pasto","Nariño","52001"
"Fiestas de Policarpa","Policarpa","Nariño","52540"
"Fiestas de Potosí","Potosí","Nariño","52560"
"Fiestas de Providencia","Providencia","Nariño","52565"
"Fiestas de Puerres","Puerres","Nariño","52573"
"Fiestas de Pupiales","Pupiales","Nariño","52585"
"Fiestas de Ricaurte","Ricaurte","Nariño","52612"
"Fiestas de Roberto Payán","Roberto Payán","Nariño","52621"
"Fiestas de Samaniego","Samaniego","Nariño","52678"
"Fiestas de San Andres de Tumaco","San Andres de Tumaco","Nariño","52835"
"Fiestas de San Bernardo","San Bernardo","Nariño","52685"
"Fiestas de Sandoná","Sandoná","Nariño","52683"
"Fiestas de San Lorenzo","San Lorenzo","Nariño","52687"
"Fiestas de San Pablo","San Pablo","Nariño","52693"
"Fiestas de San Pedro de Cartago","San Pedro de Cartago","Nariño","52694"
"Fiestas de Santa Bárbara","Santa Bárbara","Nariño","52696"
"Fiestas de Santacruz","Santacruz","Nariño","52699"
"Fiestas de Sapuyes","Sapuyes","Nariño","52720"
"Fiestas de Taminango","Taminango","Nariño","52786"
"Fiestas de Tangua","Tangua","Nariño","52788"
"Fiestas de Túquerres","Túquerres","Nariño","52838"
"Fiestas de Yacuanquer","Yacuanquer","Nariño","52885"
"Fiestas de Abrego","Abrego","Norte De Santander","54003"
"Fiestas de Arboledas","Arboledas","Norte De Santander","54051"
"Fiestas de Bochalema","Bochalema","Norte De Santander","54099"
"Fiestas de Bucarasica","Bucarasica","Norte De Santander","54109"
"Fiestas de Cachirá","Cachirá","Norte De Santander","54128"
"Fiestas de Cácota","Cácota","Norte De Santander","54125"
"Fiestas de Chinácota","Chinácota","Norte De Santander","54172"
"Fiestas de Chitagá","Chitagá","Norte De Santander","54174"
"Fiestas de Convención","Convención","Norte De Santander","54206"
"Fiestas de Cucuta","Cúcuta","Norte De Santander","54001"
"Fiestas de Cucutilla","Cucutilla","Norte De Santander","54223"
"Fiestas de Durania","Durania","Norte De Santander","54239"
"Fiestas de El Carmen","El Carmen","Norte De Santander","54245"
"Fiestas de El Tarra","El Tarra","Norte De Santander","54250"
"Fiestas de El Zulia","El Zulia","Norte De Santander","54261"
"Fiestas de Gramalote","Gramalote","Norte De Santander","54313"
"Fiestas de Hacarí","Hacarí","Norte De Santander","54344"
"Fiestas de Herrán","Herrán","Norte De Santander","54347"
"Fiestas de Labateca","Labateca","Norte De Santander","54377"
"Fiestas de La Esperanza","La Esperanza","Norte De Santander","54385"
"Fiestas de La Playa","La Playa","Norte De Santander","54398"
"Fiestas de Los Patios","Los Patios","Norte De Santander","54405"
"Fiestas de Lourdes","Lourdes","Norte De Santander","54418"
"Fiestas de Mutiscua","Mutiscua","Norte De Santander","54480"
"Fiestas de Ocaña","Ocaña","Norte De Santander","54498"
"Fiestas de Pamplona","Pamplona","Norte De Santander","54518"
"Fiestas de Pamplonita","Pamplonita","Norte De Santander","54520"
"Fiestas de Puerto Santander","Puerto Santander","Norte De Santander","54553"
"Fiestas de Ragonvalia","Ragonvalia","Norte De Santander","54599"
"Fiestas de Salazar","Salazar","Norte De Santander","54660"
"Fiestas de San Calixto","San Calixto","Norte De Santander","54670"
"Fiestas de San Cayetano","San Cayetano","Norte De Santander","54673"
"Fiestas de Santiago","Santiago","Norte De Santander","54680"
"Fiestas de Sardinata","Sardinata","Norte De Santander","54720"
"Fiestas de Silos","Silos","Norte De Santander","54743"
"Fiestas de Teorama","Teorama","Norte De Santander","54800"
"Fiestas de Tibú","Tibú","Norte De Santander","54810"
"Fiestas de Toledo","Toledo","Norte De Santander","54820"
"Fiestas de Villa Caro","Villa Caro","Norte De Santander","54871"
"Fiestas de Villa del Rosario","Villa del Rosario","Norte De Santander","54874"
"Fiestas de Colón","Colón","Putumayo","86219"
"Fiestas de Leguízamo","Leguízamo","Putumayo","86573"
"Fiestas de Mocoa","Mocoa","Putumayo","86001"
"Fiestas de Orito","Orito","Putumayo","86320"
"Fiestas de Puerto Asís","Puerto Asís","Putumayo","86568"
"Fiestas de Puerto Caicedo","Puerto Caicedo","Putumayo","86569"
"Fiestas de Puerto Guzmán","Puerto Guzmán","Putumayo","86571"
"Fiestas de San Francisco","San Francisco","Putumayo","86755"
"Fiestas de San Miguel","San Miguel","Putumayo","86757"
"Fiestas de Santiago","Santiago","Putumayo","86760"
"Fiestas de Sibundoy","Sibundoy","Putumayo","86749"
"Fiestas de Valle del Guamuez","Valle del Guamuez","Putumayo","86865"
"Fiestas de Villagarzón","Villagarzón","Putumayo","86885"
"Fiestas de Armenia","Armenia","Quindio","63001"
"Fiestas de Buenavista","Buenavista","Quindio","63111"
"Fiestas de Calarca","Calarca","Quindio","63130"
"Fiestas de Circasia","Circasia","Quindio","63190"
"Fiestas de Córdoba","Córdoba","Quindio","63212"
"Fiestas de Filandia","Filandia","Quindio","63272"
"Fiestas de Génova","Génova","Quindio","63302"
"Fiestas de La Tebaida","La Tebaida","Quindio","63401"
"Fiestas de Montenegro","Montenegro","Quindio","63470"
"Fiestas de Pijao","Pijao","Quindio","63548"
"Fiestas de Quimbaya","Quimbaya","Quindio","63594"
"Fiestas de Salento","Salento","Quindio","63690"
"Fiestas de Apía","Apía","Risaralda","66045"
"Fiestas de Balboa","Balboa","Risaralda","66075"
"Fiestas de Belén de Umbría","Belén de Umbría","Risaralda","66088"
"Fiestas de Dosquebradas","Dosquebradas","Risaralda","66170"
"Fiestas de Guática","Guática","Risaralda","66318"
"Fiestas de La Celia","La Celia","Risaralda","66383"
"Fiestas de La Virginia","La Virginia","Risaralda","66400"
"Fiestas de Marsella","Marsella","Risaralda","66440"
"Fiestas de Mistrató","Mistrató","Risaralda","66456"
"Fiestas de Pereira","Pereira","Risaralda","66001"
"Fiestas de Pueblo Rico","Pueblo Rico","Risaralda","66572"
"Fiestas de Quinchía","Quinchía","Risaralda","66594"
"Fiestas de Santa Rosa de Cabal","Santa Rosa de Cabal","Risaralda","66682"
"Fiestas de Santuario","Santuario","Risaralda","66687"
"Fiestas de Aguada","Aguada","Santander","68013"
"Fiestas de Albania","Albania","Santander","68020"
"Fiestas de Aratoca","Aratoca","Santander","68051"
"Fiestas de Barbosa","Barbosa","Santander","68077"
"Fiestas de Barichara","Barichara","Santander","68079"
"Fiestas de Barrancabermeja","Barrancabermeja","Santander","68081"
"Fiestas de Betulia","Betulia","Santander","68092"
"Fiestas de Bolívar","Bolívar","Santander","68101"
"Fiestas de Bucaramanga","Bucaramanga","Santander","68001"
"Fiestas de Cabrera","Cabrera","Santander","68121"
"Fiestas de California","California","Santander","68132"
"Fiestas de Capitanejo","Capitanejo","Santander","68147"
"Fiestas de Carcasí","Carcasí","Santander","68152"
"Fiestas de Cepitá","Cepitá","Santander","68160"
"Fiestas de Cerrito","Cerrito","Santander","68162"
"Fiestas de Charalá","Charalá","Santander","68167"
"Fiestas de Charta","Charta","Santander","68169"
"Fiestas de Chima","Chima","Santander","68176"
"Fiestas de Chipatá","Chipatá","Santander","68179"
"Fiestas de Cimitarra","Cimitarra","Santander","68190"
"Fiestas de Concepción","Concepción","Santander","68207"
"Fiestas de Confines","Confines","Santander","68209"
"Fiestas de Contratación","Contratación","Santander","68211"
"Fiestas de Coromoro","Coromoro","Santander","68217"
"Fiestas de Curití","Curití","Santander","68229"
"Fiestas de El Carmen de Chucurí","El Carmen de Chucurí","Santander","68235"
"Fiestas de El Guacamayo","El Guacamayo","Santander","68245"
"Fiestas de El Peñón","El Peñón","Santander","68250"
"Fiestas de El Playón","El Playón","Santander","68255"
"Fiestas de Encino","Encino","Santander","68264"
"Fiestas de Enciso","Enciso","Santander","68266"
"Fiestas de Florián","Florián","Santander","68271"
"Fiestas de Floridablanca","Floridablanca","Santander","68276"
"Fiestas de Galán","Galán","Santander","68296"
"Fiestas de Gambita","Gambita","Santander","68298"
"Fiestas de Girón","Girón","Santander","68307"
"Fiestas de Guaca","Guaca","Santander","68318"
"Fiestas de Guadalupe","Guadalupe","Santander","68320"
"Fiestas de Guapotá","Guapotá","Santander","68322"
"Fiestas de Guavatá","Guavatá","Santander","68324"
"Fiestas de Güepsa","Güepsa","Santander","68327"
"Fiestas de Hato","Hato","Santander","68344"
"Fiestas de Jesús María","Jesús María","Santander","68368"
"Fiestas de Jordán","Jordán","Santander","68370"
"Fiestas de La Belleza","La Belleza","Santander","68377"
"Fiestas de Landázuri","Landázuri","Santander","68385"
"Fiestas de La Paz","La Paz","Santander","68397"
"Fiestas de Lebríja","Lebríja","Santander","68406"
