codigo_dane,departamento,municipio,mandatario,correo,fuente
15189,Boyacá,Ciénega,WILLIAM CAMILO BARRETO GONZÁLEZ,alcaldia@cienega-boyaca.gov.co,Hoja 3
15204,Boyacá,Cómbita,JUAN CARLOS SARMIENTO SARMIENTO,alcaldia@combita-boyaca.gov.co,Hoja 3
15212,Boyacá,Coper,FELKIN IVÁN CASTELLANOS VALBUENA,contactenos@coper-boyaca.gov.co,Hoja 3
15215,Boyacá,Corrales,DONALD ARLEY AGUDELO ALFONSO,contactenos@corrales-boyaca.gov.co,Hoja 3
15218,Boyacá,Covarachía,YOLANDA SALAZAR SIERRA,alcaldia@covarachia-boyaca.gov.co,Hoja 3
15223,Boyacá,Cubará,GILDARDO MURCIA BUITRAGO,alcaldia@cubara-boyaca.gov.co,Hoja 3
15224,Boyacá,Cucaita,MARCOS DANIEL BORDA PARRA,alcaldia@cucaita-boyaca.gov.co,Hoja 3
15226,Boyacá,Cuítiva,JORGE ANDRÉS ALARCÓN AVELLA,contactenos@cuitiva-boyaca.gov.co,Hoja 3
15232,Boyacá,Chíquiza,EDWIN AUGUSTO ALMANZA QUINTERO,alcaldia@chiquiza-boyaca.gov.co,Hoja 3
15236,Boyacá,Chivor,VIVIANA PAOLA MARTIN ARÉVALO,alcaldia@chivor-boyaca.gov.co,Hoja 3
15238,Boyacá,Duitama,JOSÉ LUIS BOHÓRQUEZ LÓPEZ,alcaldia@duitama-boyaca.gov.co,Hoja 3
15244,Boyacá,El Cocuy,ALEJANDRO MUÑOZ SANDOVAL,alcaldia@elcocuy-boyaca.gov.co,Hoja 3
15248,Boyacá,El Espino,ARMANDO TARAZONA GALLO,alcaldia@elespino-boyaca.gov.co,Hoja 3
15272,Boyacá,Firavitoba,LUZ AMANDA RODRÍGUEZ SALAMANCA,alcaldia@firavitoba-boyaca.gov.co,Hoja 3
15276,Boyacá,Floresta,LUIS MARIO VARGAS BERNAL,alcaldia@floresta-boyaca.gov.co,Hoja 3
15293,Boyacá,Gachantivá,JAIME ARMANDO GÓMEZ BUITRAGO,alcaldia@gachantiva-boyaca.gov.co,Hoja 3
15296,Boyacá,Gameza,GERARDO RINCÓN CAMACHO,contactenos@gameza-boyaca.gov.co,Hoja 3
15299,Boyacá,Garagoa,JULIO ERNESTO SANABRIA GUERRA,alcaldia@garagoa-boyaca.gov.co,Hoja 3
15317,Boyacá,Guacamayas,GLORIA EDY GÓMEZ LÓPEZ,contactenos@guacamayas-boyaca.gov.co,Hoja 3
15322,Boyacá,Guateque,DAVID FRANCISCO MORALES CASTILLO,alcaldia@guateque-boyaca.gov.co,Hoja 3
15325,Boyacá,Guayatá,JULIO ALBERTO ROMERO CAMACHO,alcaldia@guayata-boyaca.gov.co,Hoja 3
15332,Boyacá,Güicán,CARLOS ANDRÉS COCUNUBO BLANCO,alcaldia@guican-boyaca.gov.co,Hoja 3
15362,Boyacá,Iza,EDGAR ALEXANDER AVELLA FLOREZ,contactenos@iza-boyaca.gov.co,Hoja 3
15367,Boyacá,Jenesano,HUGO ALEXANDER REYES PARRA,alcaldia@jenesano-boyaca.gov.co,Hoja 3
15368,Boyacá,Jericó,MARIO EDILBERTO SIABATO RINCÓN,alcaldia@jerico-boyaca.gov.co,Hoja 3
15377,Boyacá,Labranzagrande,JORGE ENRIQUE VANEGAS PULIDO,alcaldia@labranzagrande-boyaca.gov.co,Hoja 3
15380,Boyacá,La Capilla,ÁLVARO EFRAÍN ROJAS BERMÚDEZ,alcaldia@lacapilla-boyaca.gov.co,Hoja 3
15401,Boyacá,La Victoria,ALCIDES FLORIDO PABÓN,alcaldia@lavictoria-boyaca.gov.co,Hoja 3
15403,Boyacá,La Uvita,LUIS GUILLERMO BERRIO HERNÁNDEZ,alcaldia@lauvita-boyaca.gov.co,Hoja 3
15407,Boyacá,Villa de Leyva,VÍCTOR ALFONSO GAMBOA CHAPARRO,contactenos@villadeleyva-boyaca.gov.co,Hoja 3
15425,Boyacá,Macanal,LEIDY PATRICIA CANO ÁVILA,contactenos@macanal-boyaca.gov.co,Hoja 3
15442,Boyacá,Maripí,MILLER FAIR ROMERO MURCIA,contactenos@maripi-boyaca.gov.co,Hoja 3
15455,Boyacá,Miraflores,LEDYS SORAYA VERA MONROY,contactenos@miraflores-boyaca.gov.co,Hoja 3
15464,Boyacá,Mongua,MIGUEL ÁNGEL SERRANO CELY,contactenos@mongua-boyaca.gov.co,Hoja 3
15466,Boyacá,Monguí,EDISON FABIAN PATIÑO SIABATTO,contactenos@mongui-boyaca.gov.co,Hoja 3
15469,Boyacá,Moniquirá,FREDY IOVANNY PARDO PINZÓN,contactenos@moniquira-boyaca.gov.co,Hoja 3
15476,Boyacá,Motavita,NÉSTOR ARMANDO SUAREZ CETINA,contactenos@motavita-boyaca.gov.co,Hoja 3
15480,Boyacá,Muzo,XIMENA ELIZABETH CASTAÑEDA MOLINA,contactenos@muzo-boyaca.gov.co,Hoja 3
15491,Boyacá,Nobsa,HELVER RICARDO GRANADOS GUAUQUE,despacho@nobsa-boyaca.gov.co,Hoja 3
15494,Boyacá,Nuevo Colón,ALBA MERLY MARANTA CONTRERAS,alcaldia@nuevocolon-boyaca.gov.co,Hoja 3
15500,Boyacá,Oicatá,NENDY JOSÉ FAGUA CAINA,alcaldia@oicata-boyaca.gov.co,Hoja 3
15507,Boyacá,Otanche,WILIAR PEÑA SUATERNA,alcaldia@otanche-boyaca.gov.co,Hoja 3
15511,Boyacá,Pachavita,JOSÉ JACINTO MORALES SANABRIA,alcaldia@pachavita-boyaca.gov.co,Hoja 3
15514,Boyacá,Páez,JUAN DIEGO MORALES CALDERÓN,alcaldia@paez-boyaca.gov.co,Hoja 3
15516,Boyacá,Paipa,GERMAN RICARDO CAMACHO BARRERA,alcaldia@paipa-boyaca.gov.co,Hoja 3
15518,Boyacá,Pajarito,RENE GUSTAVO TEJEDOR LÓPEZ,alcaldia@pajarito-boyaca.gov.co,Hoja 3
15522,Boyacá,Panqueba,JESÚS ALEJANDRO PUENTES MARTÍNEZ,alcaldia@panqueba-boyaca.gov.co,Hoja 3
15531,Boyacá,Pauna,JULIO RAMIRO PEÑA RAMÍREZ,contactenos@pauna-boyaca.gov.co,Hoja 3
15533,Boyacá,Paya,JUVENAL PÉREZ VEGA,alcaldia@paya-boyaca.gov.co,Hoja 3
15537,Boyacá,Paz de Río,EZEQUIEL JIMÉNEZ CELY,alcaldia@pazderio-boyaca.gov.co,Hoja 3
15542,Boyacá,Pesca,EDGAR RICARDO GÁMEZ AMAYA,alcaldia@pesca-boyaca.gov.co,Hoja 3
15550,Boyacá,Pisba,MANUELA PIDIACHE RUIZ,alcaldia@pisba-boyaca.gov.co,Hoja 3
15572,Boyacá,Puerto Boyacá,JHON FEIBER URREA CIFUENTES,contactenos@puertoboyaca-boyaca.gov.co,Hoja 3
15580,Boyacá,Quípama,FÉLIX ALEJANDRO GUTIÉRREZ VEGA,contactenos@quipama-boyaca.gov.co,Hoja 3
15599,Boyacá,Ramiriquí,CAMILO ANDRÉS ÁVILA MÁRQUEZ,alcaldia@ramiriqui-boyaca.gov.co,Hoja 3
15600,Boyacá,Ráquira,JULIO CESAR RUBIANO CASAS,contactenos@raquira-boyaca.gov.co,Hoja 3
15621,Boyacá,Rondón,SANTIAGO ALEXANDER VARGAS DAZA,alcaldia@rondon-boyaca.gov.co,Hoja 3
15632,Boyacá,Saboyá,JUAN CARLOS GONZÁLEZ PINEDA,alcaldia@saboya-boyaca.gov.co,Hoja 3
15638,Boyacá,Sáchica,HÉCTOR DAVID AMADO SIERRA,contactenos@sachica-boyaca.gov.co,Hoja 3
15646,Boyacá,Samacá,WILSON CASTIBLANCO GIL,contactenos@samaca-boyaca.gov.co,Hoja 3
15660,Boyacá,San Eduardo,YEISON ALBEIRO ALFONSO GAITÁN,alcaldia@saneduardo-boyaca.gov.co,Hoja 3
15664,Boyacá,San José de Pare,JOSÉ EUSTAQUIO ARIZA PARDO,alcaldia@sanjosedepare-boyaca.gov.co,Hoja 3
15667,Boyacá,San Luis de Gaceno,NELZON GARZÓN CHITIVA,alcaldia@sanluisdegaceno-boyaca.gov.co,Hoja 3
15673,Boyacá,San Mateo,EDGAR GERARDO DIAZ ANGARITA,alcaldia@sanmateo-boyaca.gov.co,Hoja 3
15676,Boyacá,San Miguel de Sema,MARIO JOSÉ ÁVILA FURQUE,contactenos@sanmigueldesema-boyaca.gov.co,Hoja 3
15681,Boyacá,San Pablo de Borbur,CARLOS ALBERTO CASTELLANOS GÓMEZ,alcaldia@sanpablodeborbur-boyaca.gov.co,Hoja 3
15686,Boyacá,Santana,JUAN CARLOS SÁNCHEZ RINCÓN,contactenos@santana-boyaca.gov.co,Hoja 3
15690,Boyacá,Santa María,RUBÉN DARÍO GONZÁLEZ GARCÍA,contactenos@santamaria-boyaca.gov.co,Hoja 3
15693,Boyacá,Santa Rosa de Viterbo,JUAN ALEXIS MARTÍNEZ FAJARDO,alcaldiamunicipal@santarosadeviterbo-boyaca.gov.co,Hoja 3
15696,Boyacá,Santa Sofía,CLAUDIO ALFONSO COY GUERRA,contactenos@santasofia-boyaca.gov.co,Hoja 3
15720,Boyacá,Sativanorte,CESAR DANILO MEDINA MANRIQUE,alcaldia@sativanorte-boyaca.gov.co,Hoja 3
15723,Boyacá,Sativasur,MARCO AURELIO LÓPEZ GÓMEZ,alcaldia@sativasur-boyaca.gov.co,Hoja 3
15740,Boyacá,Siachoque,PLINIO HERNÁNDEZ GAMBA,contactenos@siachoque-boyaca.gov.co,Hoja 3
15753,Boyacá,Soatá,WOLBERT VARGAS RINCÓN,alcaldia@soata-boyaca.gov.co,Hoja 3
15755,Boyacá,Socotá,ADIEL PANQUEBA CHÍA,alcaldia@socota-boyaca.gov.co,Hoja 3
15757,Boyacá,Socha,OSCAR ANTONIO HURTADO CARVAJAL,alcaldia@socha-boyaca.gov.co,Hoja 3
15759,Boyacá,Sogamoso,MAURICIO BARÓN GRANADOS,alcalde@sogamoso-boyaca.gov.co,Hoja 3
15761,Boyacá,Somondoco,GERMAN RICARDO ROBAYO HEREDIA,alcaldia@somondoco-boyaca.gov.co,Hoja 3
15762,Boyacá,Sora,HERNÁN ALONSO ACOSTA MEDINA,alcaldia@sora-boyaca.gov.co,Hoja 3
15763,Boyacá,Sotaquirá,SALOMON BUITRAGO FONSECA,contactenos@sotaquira-boyaca.gov.co,Hoja 3
15764,Boyacá,Soracá,EFRAÍN CAMILO BERNAL YANQUEN,alcaldia@soraca-boyaca.gov.co,Hoja 3
15774,Boyacá,Susacón,PUPO ALONSO RINCÓN RINCÓN,alcaldia@susacon-boyaca.gov.co,Hoja 3
15776,Boyacá,Sutamarchán,MIGUEL ANDRÉS RODRÍGUEZ SAAVEDRA,contactenos@sutamarchan-boyaca.gov.co,Hoja 3
15778,Boyacá,Sutatenza,RODRIGO HERNÁN CARRILLO BALLESTEROS,alcaldia@sutatenza-boyaca.gov.co,Hoja 3
15790,Boyacá,Tasco,GERMAN CAMILO MORALES RINCÓN,alcaldia@tasco-boyaca.gov.co,Hoja 3
15798,Boyacá,Tenza,MARIO FERNANDO LOZANO DUARTE,alcaldia@tenza-boyaca.gov.co,Hoja 3
15804,Boyacá,Tibaná,WILLIAM TOMAS GALINDO BORDA,contactenos@tibana-boyaca.gov.co,Hoja 3
15806,Boyacá,Tibasosa,EDUARDO SALCEDO VELOSA,contactenos@tibasosa-boyaca.gov.co,Hoja 3
15808,Boyacá,Tinjacá,CIRO ALFONSO CASTELLANOS PÁEZ,contactenos@tinjaca-boyaca.gov.co,Hoja 3
15810,Boyacá,Tipacoque,HÉCTOR SEGUNDO RAMÍREZ ESCOBAR,contactenos@tipacoque-boyaca.gov.co,Hoja 3
15814,Boyacá,Toca,GERMAN ALONSO BECERRA LÓPEZ,alcaldia@toca-boyaca.gov.co,Hoja 3
15816,Boyacá,Togüí,DIEGO FERNANDO RIVERA VELANDIA,alcaldia@togui-boyaca.gov.co,Hoja 3
15820,Boyacá,Tópaga,JOSÉ JUVENAL TORRES CRISTANCHO,alcaldia@topaga-boyaca.gov.co,Hoja 3
15822,Boyacá,Tota,DIANA ELIZABETH RIAÑO CHAPARRO,alcaldia@tota-boyaca.gov.co,Hoja 3
15832,Boyacá,Tununguá,ELKIN JESÚS ALFONSO GIL,contactenos@tunungua-boyaca.gov.co,Hoja 3
15835,Boyacá,Turmequé,GIOVANNI VELA BERNAL,contactenos@turmeque-boyaca.gov.co,Hoja 3
15837,Boyacá,Tuta,WILBER JAIME SALAMANCA PINEDA,alcaldia@tuta-boyaca.gov.co,Hoja 3
15839,Boyacá,Tutazá,CARLOS SAUL REYES ESTUPIÑÁN,contactenos@tutaza-boyaca.gov.co,Hoja 3
15842,Boyacá,Umbita,YON FREDY GONZÁLEZ HUERTAS,secretariageneral@umbita-boyaca.gov.co,Hoja 3
15861,Boyacá,Ventaquemada,OSCAR CAMILO MONTAÑEZ BOHÓRQUEZ,alcaldia@ventaquemada-boyaca.gov.co,Hoja 3
15879,Boyacá,Viracachá,WILSON FRANCISCO ARIAS GUERRA,alcaldia@viracacha-boyaca.gov.co,Hoja 3
15897,Boyacá,Zetaquira,JORGE ALFONSO RAMÍREZ GALINDO,alcaldia@zetaquira-boyaca.gov.co,Hoja 3
17001,Caldas,Manizales,JORGE EDUARDO ROJAS GIRALDO,contacto@manizales.gov.co,Hoja 3
17013,Caldas,Aguadas,FABIO GÓMEZ MEJIA,alcaldia@aguadas-caldas.gov.co,Hoja 3
17042,Caldas,Anserma,OMAR ANDRÉS REINA MUÑOZ,alcaldia@anserma-caldas.gov.co,Hoja 3
17050,Caldas,Aranzazu,SEBASTIÁN MERCHAN ZULUAGA,alcaldia@aranzazu-caldas.gov.co,Hoja 3
17088,Caldas,Belalcázar,FABIO ANDRÉS RAMÍREZ GIRALDO,alcaldia@belalcazar-caldas.gov.co,Hoja 3
17174,Caldas,Chinchiná,CARLOS ALBERTO RIVEROS LÓPEZ,alcaldia@chinchina-caldas.gov.co,Hoja 3
17272,Caldas,Filadelfia,OSCAR EDUARDO ÁLZATE CANO,alcaldia@filadelfia-caldas.gov.co,Hoja 3
17380,Caldas,La Dorada,JHON FREDDY SALDAÑA LEOPARDO,alcaldia@ladorada-caldas.gov.co,Hoja 3
17388,Caldas,La Merced,YENI FERNANDA HENAO DAVILA,alcaldia@lamerced-caldas.gov.co,Hoja 3
17433,Caldas,Manzanares,CARLOS ENRIQUE BOTERO ÁLVAREZ,alcalde@manzanares-caldas.gov.co,Hoja 3
17442,Caldas,Marmato,CARLOS ALBERTO CORTES CHAVARRIAGA,alcaldia@marmato-caldas.gov.co,Hoja 3
17444,Caldas,Marquetalia,EDWIN JESÚS SANCHEZ ARISTIZABAL,contactenos@marquetalia-caldas.gov.co,Hoja 3
17446,Caldas,Marulanda,LEONARDO ANDRÉS GIRALDO BOTERO,alcaldia@marulanda-caldas.gov.co,Hoja 3
17486,Caldas,Neira,JHON JAIRO CASTAÑO FLOREZ,alcaldia@neira-caldas.gov.co,Hoja 3
17495,Caldas,Norcasia,DIEGO FERNANDO OLARTE ÁLZATE,alcaldia@norcasia-caldas.gov.co,Hoja 3
17513,Caldas,Pácora,JUAN CAMILO ISAZA GONZÁLEZ,alcaldia@pacora-caldas.gov.co,Hoja 3
17524,Caldas,Palestina,ÁLVARO ANDRÉS OSORIO VALENCIA,alcaldia@palestina-caldas.gov.co,Hoja 3
17541,Caldas,Pensilvania,JESÚS IVAN OSPINA ATEHORTÚA,alcaldia@pensilvania-caldas.gov.co,Hoja 3
17614,Caldas,Riosucio,ABEL DAVID JARAMILLO LARGO,contactenos@riosucio-caldas.gov.co,Hoja 3
17616,Caldas,Risaralda,ALEJANDRO BETANCUR MORALES,alcaldia@risaralda-caldas.gov.co,Hoja 3
17653,Caldas,Salamina,MANUEL FERMIN GIRALDO GUTIÉRREZ,alcaldia@salamina-caldas.gov.co,Hoja 3
17662,Caldas,Samaná,JORGE ANDRES ARANGO TABARES,contacto@samana-caldas.gov.co,Hoja 3
17665,Caldas,San José,JORGE ANDRES HENAO CASTAÑO,alcalde@sanjose-caldas.gov.co,Hoja 3
17777,Caldas,Supía,HECTOR MAURICIO TORRES ÁLVAREZ,alcaldia@supia-caldas.gov.co,Hoja 3
17867,Caldas,Victoria,JUAN ALBERTO VARGAS OSORIO,alcaldia@victoria-caldas.gov.co,Hoja 3
17873,Caldas,Villamaría,JONIER ALEJANDRO RAMÍREZ ZULUAGA,alcaldia@villamaria-caldas.gov.co,Hoja 3
17877,Caldas,Viterbo,NÉSTOR JAVIER OSPINA GRAJALES,contactenos@viterbo-caldas.gov.co,Hoja 3
18001,Caquetá,Florencia,MARLON MONSALVE ASCANIO,despacho@florencia-caqueta.gov.co,Hoja 3
18029,Caquetá,Albania,CARLOS ALBAN QUINTERO TRUJILLO,contactenos@albania-caqueta.gov.co,Hoja 3
18094,Caquetá,Belén de Los Andaquies,WILMAR BALLEN LOSADA,alcaldia@belendelosandaquies-caqueta.gov.co,Hoja 3
18150,Caquetá,Cartagena del Chairá,DARWIN ANDRÉS FLOREZ CASTAÑEDA,contactenos@cartagenadelchaira-caqueta.gov.co,Hoja 3
18205,Caquetá,Curillo,JAVIER VILLANUEVA POSSO,alcaldia@curillo-caqueta.gov.co,Hoja 3
18247,Caquetá,El Doncello,JAIR DIAZ DIAZ,alcaldia@eldoncello-caqueta.gov.co,Hoja 3
18256,Caquetá,El Paujil,LATIA SINDY CASTILLO MUÑOZ,alcaldia@elpaujil-caqueta.gov.co,Hoja 3
18410,Caquetá,La Montañita,FEDERICO ALVIZ TRUJILLO,despacho@lamontanita-caqueta.gov.co,Hoja 3
18460,Caquetá,Milán,VÍCTOR ANDRÉS VASCO QUIVANO,contactenos@milan-caqueta.gov.co,Hoja 3
18479,Caquetá,Morelia,CARLOS FERNANDO TRUJILLO DULCEY,alcaldia@morelia-caqueta.gov.co,Hoja 3
18592,Caquetá,Puerto Rico,PANELAS ROBINSON ANZOLA BOLAÑOS,contactenos@puertorico-caqueta.gov.co,Hoja 3
18610,Caquetá,San José del Fragua,HERVI ABELLO HORTA,alcaldia@sanjosedelfragua-caqueta.gov.co,Hoja 3
18753,Caquetá,San Vicente del Caguán,LUIS TRUJILLO OSORIO,alcaldia@sanvicentedelcaguan-caqueta.gov.co,Hoja 3
18756,Caquetá,Solano,LUIS HERNANDO GONZÁLEZ BARRETO,contactenos@solano-caqueta.gov.co,Hoja 3
18785,Caquetá,Solita,CAMILO GUTIÉRREZ MORENO,alcaldia@solita-caqueta.gov.co,Hoja 3
18860,Caquetá,Valparaíso,ARBENZ PÉREZ QUINTERO,alcaldia@valparaiso-caqueta.gov.co,Hoja 3
19001,Cauca,Popayán,JUAN CARLOS MUÑOZ BRAVO,alcaldia@popayan.gov.co,Hoja 3
19022,Cauca,Almaguer,ADRIÁN PABON LUNA,alcaldia@almaguer-cauca.gov.co,Hoja 3
19050,Cauca,Argelia,OSMAN DUAN GUACA ACOSTA,alcaldia@argelia-cauca.gov.co,Hoja 3
19075,Cauca,Balboa,FABIO ANDRÉS RODRÍGUEZ MUÑOZ,despacho@balboa-cauca.gov.co,Hoja 3
19100,Cauca,Bolívar,SANDRA LILIANA RODRÍGUEZ DORADO,alcaldia@bolivar-cauca.gov.co,Hoja 3
19110,Cauca,Buenos Aires,PABLO CESAR PEÑA,contactenos@buenosaires-cauca.gov.co,Hoja 3
19130,Cauca,Cajibío,DIANA CAROLINA CABANILLAS VALENCIA,alcaldia@cajibio-cauca.gov.co,Hoja 3
19137,Cauca,Caldono,RAMIRO MORENO LEMOS,alcaldia@caldono-cauca.gov.co,Hoja 3
19142,Cauca,Caloto,OSCAR HERNAN CIFUENTES CIFUENTES,despachoalcalde@caloto-cauca.gov.co,Hoja 3
19212,Cauca,Corinto,ADRIÁN DIAZ HURTADO,alcaldia@corinto-cauca.gov.co,Hoja 3
19256,Cauca,El Tambo,JOSÉ DAVID MONTENEGRO PRADO,alcaldia@eltambo-cauca.gov.co,Hoja 3
19290,Cauca,Florencia,ROBERT ERMINSON CRUZ LASSO,alcaldia@florencia-cauca.gov.co,Hoja 3
19318,Cauca,Guapi,GIL MILENA GRUESO ROMERO,despachoalcalde@guapi-cauca.gov.co,Hoja 3
19355,Cauca,Inzá,GELMIS CHATE RIVERA,alcaldia@inza-cauca.gov.co,Hoja 3
19364,Cauca,Jambaló,LIDA EMILSE PAZ LABIO,alcaldia@jambalo-cauca.gov.co,Hoja 3
19392,Cauca,La Sierra,MANUEL FERNANDO GUERRERO ORTEGA,alcaldia@lasierra-cauca.gov.co,Hoja 3
19397,Cauca,La Vega,ALEX YAMID RAMOS MUÑOZ,alcaldia@lavega-cauca.gov.co,Hoja 3
19418,Cauca,López de Micay,Jhon Harold García ,,
19450,Cauca,Mercaderes,EDILSON GÓMEZ BALANTA,contactenos@mercaderes-cauca.gov.co,Hoja 3
19455,Cauca,Miranda,WALTER ZUÑIGA BARONA,alcaldia@miranda-cauca.gov.co,Hoja 3
19473,Cauca,Morales,OSCAR YAMIT GUACHETA ARRUBLA,contactenos@morales-cauca.gov.co,Hoja 3
19513,Cauca,Padilla,AIDE ROMERO GONZALIAS,alcaldia@padilla-cauca.gov.co,Hoja 3
19517,Cauca,Paez,HUGO JAVIER MUÑOZ ACHIPIZ,contactenos@paez-cauca.gov.co,Hoja 3
19532,Cauca,Patía,JHON JAIRO FUENTES QUINAYAS,contactenos@patia-cauca.gov.co,Hoja 3
19533,Cauca,Piamonte,ESNEIDER ARTUNDUAGA DAZA,alcaldia@piamonte-cauca.gov.co,Hoja 3
19548,Cauca,Piendamó,JOHN FREIMAN URBANO URRUTIA,alcaldia@piendamo-cauca.gov.co,Hoja 3
19573,Cauca,Puerto Tejada,LUZ ADIELA SALAZAR GÓMEZ,despachoalcalde@puertotejada.gov.co,Hoja 3
19585,Cauca,Puracé,JORGE ARMANDO ANDRADE MOLANO,contactenos@purace-cauca.gov.co,Hoja 3
19622,Cauca,Rosas,MARCO ANTONIO ROJAS CARVAJAL,alcaldia@rosas-cauca.gov.co,Hoja 3
19693,Cauca,San Sebastián,PAHOLA ELENA ORDOÑEZ CERON,alcaldia@sansebastian-cauca.gov.co,Hoja 3
19698,Cauca,Santander de Quilichao,LUIS EDUARDO GRIJALBA MUÑOZ,alcaldia@santanderdequilichao-cauca.gov.co,Hoja 3
19701,Cauca,Santa Rosa,EDUARDO ALFREDO JIMENEZ BAMBAGUE,contactenos@santarosa-cauca.gov.co,Hoja 3
19743,Cauca,Silvia,JUAN CARLOS LÓPEZ MORALES,contactenos@silvia-cauca.gov.co,Hoja 3
19760,Cauca,Sotara,JAIME ALBERTO MARTINEZ BOLAÑOS,alcaldia@sotara-cauca.gov.co,Hoja 3
19780,Cauca,Suárez,CESAR LIZARDO CERON GALINDO,contactenos@suarez-cauca.gov.co,Hoja 3
19785,Cauca,Sucre,CARLOS RUBER MORA MORA,contactenos@sucre-cauca.gov.co,Hoja 3
19807,Cauca,Timbío,JHONNY ALEJANDRO MUÑOZ GUTIÉRREZ,contactenos@timbio-cauca.gov.co,Hoja 3
19809,Cauca,Timbiquí,KILIAN CUERO RUIZ,alcaldia@timbiqui-cauca.gov.co,Hoja 3
19821,Cauca,Toribio,JAIME DIAZ NOSCUE,alcaldia@toribio-cauca.gov.co,Hoja 3
19824,Cauca,Totoró,JORGE LUIS PIZO ANDELA,alcaldia@totoro-cauca.gov.co,Hoja 3
19845,Cauca,Villa Rica,MARÍA EDIS DINAS,alcaldia@villarica-cauca.gov.co,Hoja 3
20001,Cesar,Valledupar,ERNESTO MIGUEL OROZCO DURAN,alcaldia@valledupar-cesar.gov.co,Hoja 3
20011,Cesar,Aguachica,VÍCTOR JULIO ROQUEME QUIÑONEZ,contactenos@aguachica-cesar.gov.co,Hoja 3
20013,Cesar,Agustín Codazzi,HERNAN EDUARDO BAQUERO RODRÍGUEZ,alcaldia@agustincodazzi-cesar.gov.co,Hoja 3
20032,Cesar,Astrea,ALFREDO BARRIOS ORTEGA,alcaldia@astrea-cesar.gov.co,Hoja 3
20045,Cesar,Becerril,FABIAN EDUARDO MARTINEZ GARCÍA,alcaldia@becerril-cesar.gov.co,Hoja 3
20060,Cesar,Bosconia,JORGE PATIÑO GÓMEZ,contactenos@bosconia-cesar.gov.co,Hoja 3
20175,Cesar,Chimichagua,JOSÉ DAVID ROCHA QUINTERO,despachoalcalde@chimichagua-cesar.gov.co,Hoja 3
20178,Cesar,Chiriguaná,JOSÉ CARMELO GALIANO USCATEGUI,alcaldia@chiriguana-cesar.gov.co,Hoja 3
20228,Cesar,Curumaní,HERMES FERNANDO MARTINEZ URSULA,despachoalcalde@curumani-cesar.gov.co,Hoja 3
20238,Cesar,El Copey,ASSAD CESAR RAISH GAMEZ,despachomunicipal@elcopey-cesar.gov.co,Hoja 3
20250,Cesar,El Paso,JESÚS ALBERTO ORTIZ CERVANTES,alcaldia@elpaso-cesar.gov.co,Hoja 3
20295,Cesar,Gamarra,CRISTIAN LEONARDO MÁRQUEZ BADILLO,alcaldia@gamarra-cesar.gov.co,Hoja 3
20310,Cesar,González,KATHERINE MORA ROSADO,alcaldia@gonzalez-cesar.gov.co,Hoja 3
20383,Cesar,La Gloria,FERMIN AUGUSTO CRUZ QUINTERO,alcaldia@lagloria-cesar.gov.co,Hoja 3
20400,Cesar,La Jagua de Ibirico,LEONARDO FABIO HERNÁNDEZ CATAÑO,alcaldia@lajaguadeibirico-cesar.gov.co,Hoja 3
20443,Cesar,Manaure,,,
20517,Cesar,Pailitas,ALEXANDER TORO PÉREZ,contactenos@pailitas-cesar.gov.co,Hoja 3
20550,Cesar,Pelaya,JOSÉ FABIO VALENCIA RAMÍREZ,contactenos@pelaya-cesar.gov.co,Hoja 3
20570,Cesar,Pueblo Bello,ALFREDO BOHORQUEZ GALLARDO,contactenos@pueblobello-cesar.gov.co,Hoja 3
20614,Cesar,Río de Oro,ARNOLDO RAMON OSORIO RINCON,contactenos@riodeoro-cesar.gov.co,Hoja 3
20621,Cesar,La Paz,WILSON RINCON ÁLVAREZ,contactenos@lapazrobles-cesar.gov.co,Hoja 3
20710,Cesar,San Alberto,EDGAR RICARDO DIAZ,alcaldia@sanalberto-cesar.gov.co,Hoja 3
20750,Cesar,San Diego,UNALDO JOSÉ ROCHA CALDERON,admin@sandiego-cesar.gov.co,Hoja 3
20770,Cesar,San Martín,YAN NAVARRO PÉREZ,contactenos@sanmartin-cesar.gov.co,Hoja 3
20787,Cesar,Tamalameque,LEONARDO VEGA SANCHEZ,alcaldia@tamalameque-cesar.gov.co,Hoja 3
23001,Córdoba,Montería,HUGO FERNANDO KERGUELEN GARCÍA,despachoalcalde@monteria.gov.co,Hoja 3
23068,Córdoba,Ayapel,HUGO ARMANDO PINEDO CONTRERAS,alcaldia@ayapel-cordoba.gov.co,Hoja 3
23079,Córdoba,Buenavista,JHON MARIO BERRIO SOTO,alcaldia@buenavista-cordoba.gov.co,Hoja 3
23090,Córdoba,Canalete,YEIS LENIS SIMANCA MORALES,alcaldia@canalete-cordoba.gov.co,Hoja 3
23162,Córdoba,Cereté,SAID DAVID BITAR CASTILLA,alcaldia@cerete-cordoba.gov.co,Hoja 3
23168,Córdoba,Chimá,FELIPE RAFAEL CORONADO GUERRA,alcaldia@chima-cordoba.gov.co,Hoja 3
23182,Córdoba,Chinú,ROBERTO CARLOS RAMÍREZ TRUJILLO,alcaldia@chinu-cordoba.gov.co,Hoja 3
23189,Córdoba,Ciénaga de Oro,ALEJANDRO JAVIER MEJIA CASTAÑO,alcaldia@cienagadeoro-cordoba.gov.co,Hoja 3
23300,Córdoba,Cotorra,MARÍA EUGENIA LÓPEZ DIAZ,alcalde@cotorra-cordoba.gov.co,Hoja 3
